class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,9.98,x,,n,t,,,w,11.31,16.64,b,,w,u,w,t,g,,d,a
p,3.26,f,d,n,f,x,c,w,4.19,2.31,b,s,n,,,f,f,,l,a
p,18.95,s,k,n,f,d,c,y,5.44,34.32,,k,n,,,f,f,,d,a
p,8.12,x,i,y,f,a,c,k,8.14,8.31,,i,n,,k,t,z,k,g,a
p,2.82,f,,w,f,a,c,w,3.76,3.53,,i,u,,,f,f,,d,a
p,10.08,x,t,n,f,a,d,w,10.56,31.83,,,w,,,f,f,,d,a
p,3.75,b,t,n,f,x,c,p,4.94,4.21,,i,n,,,f,f,,g,u
e,7.21,x,l,w,f,d,,w,3.63,9.17,,,w,,,f,f,,d,u
p,14.3,s,k,n,f,d,c,y,6.22,31.51,,k,n,,,f,f,,d,u
p,3.93,f,l,n,f,x,d,n,6.23,5.48,,,y,,,f,f,,d,a
p,3.1,x,y,o,f,a,,y,3.07,5.72,,,y,,,f,f,,h,a
p,3.84,x,k,w,f,s,,p,4.44,3.14,,,n,,,f,f,p,g,u
e,4.62,f,,w,f,x,c,g,6.44,4.13,,,w,,,f,f,,d,a
e,6.0,s,l,w,f,d,,w,3.7,9.06,,,w,,,f,f,,g,a
e,8.06,x,,n,f,a,,w,6.9,12.93,,,g,,,f,f,,g,u
p,1.95,p,t,n,f,a,c,n,7.85,2.51,,t,y,,,t,e,,m,s
e,13.11,s,s,n,f,x,,n,7.79,22.58,,,p,,,f,f,,d,a
p,7.24,b,t,w,f,e,c,w,12.15,11.91,,y,w,u,w,t,l,,d,a
e,9.82,x,e,l,f,x,c,w,7.99,20.71,,,w,,,f,f,,d,a
e,8.92,x,s,n,f,e,c,w,6.38,10.53,,i,n,,,f,f,p,d,s
p,9.76,x,d,o,f,a,,y,13.84,24.88,r,,o,,,t,r,n,d,w
p,4.19,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,7.85,s,h,r,t,d,,g,4.38,11.71,,t,g,,,f,f,,d,u
p,4.26,x,s,y,f,a,c,y,6.16,6.73,,g,o,,,f,f,,g,a
p,11.37,f,,n,f,e,,w,10.87,14.72,,,w,u,w,t,e,,d,a
e,11.68,f,,b,f,d,c,w,2.5,15.13,,,w,,,f,f,,d,a
p,7.76,x,s,n,f,s,,g,5.58,7.01,,y,n,,,f,f,,d,a
p,2.41,s,w,o,t,d,c,n,2.99,4.75,,,n,,,f,f,,d,a
e,3.84,s,l,n,f,f,f,f,5.22,32.66,,,n,,,f,f,g,l,w
p,3.8,b,t,n,f,,,k,10.91,6.05,,,w,,,t,,k,g,w
e,12.25,x,y,n,t,e,,p,9.35,19.45,,y,w,,,t,l,,d,a
e,3.5,x,d,n,t,p,,y,5.1,12.43,,,y,,,f,f,,d,a
p,12.51,x,e,y,f,a,,o,14.73,23.47,r,,y,,,t,r,n,d,u
e,1.46,x,,u,f,,d,w,5.36,4.46,,,w,,,f,f,,d,a
e,4.26,b,g,w,f,x,d,w,5.0,2.98,,,y,,,f,f,,g,a
p,2.66,s,w,n,t,d,c,y,2.77,5.41,,,n,,,f,f,,d,a
p,19.69,f,k,w,t,d,d,n,7.3,31.58,,,w,,,f,f,,d,w
p,9.21,s,t,p,t,d,c,p,6.92,12.1,,,p,,,t,f,,d,u
e,6.53,x,,y,f,e,,w,5.66,12.04,b,,y,u,y,t,g,,d,a
e,9.71,p,y,w,f,e,c,p,20.24,12.27,,s,w,,,t,e,,u,u
p,3.52,b,s,y,f,,c,k,7.85,6.84,,,y,u,w,t,z,r,d,w
e,12.12,s,t,w,f,a,d,y,6.71,21.86,,,w,,,f,f,w,d,u
e,7.16,s,,n,f,s,c,p,8.07,20.17,b,,u,,,f,f,,g,w
e,3.61,f,h,n,f,,c,k,6.19,6.35,,s,w,,w,f,f,k,d,u
p,5.52,f,d,n,t,d,c,y,5.04,7.26,,,e,,,f,f,,d,u
p,7.21,x,g,n,f,e,,w,6.8,15.25,,y,w,u,w,t,p,,d,u
p,12.02,f,t,r,t,d,c,n,6.57,14.98,,,n,,,f,f,,d,a
e,47.61,o,y,y,f,p,,y,6.31,34.77,,k,k,,,f,f,,d,s
e,3.42,f,t,n,f,d,,o,5.69,6.08,,t,o,,,f,f,,d,w
p,8.42,b,y,w,f,,,p,14.5,17.81,,,w,,,f,f,,d,a
p,6.08,s,k,y,f,p,,n,4.05,6.16,,k,n,,,t,f,,d,u
p,25.98,x,g,n,f,p,,y,6.15,47.92,,,n,,,f,f,,d,a
p,11.03,x,t,r,t,d,c,n,7.49,17.1,,,n,,,f,f,,h,a
p,15.93,x,k,n,t,p,,o,9.38,33.49,c,,y,,,f,f,,d,u
p,2.0,b,g,o,f,,c,n,6.93,3.67,,,n,,,f,f,,g,s
e,10.27,f,y,w,f,e,c,p,24.21,12.07,,s,w,,,t,e,,g,u
e,8.23,x,,e,f,x,c,w,8.55,21.73,,s,w,,,f,f,,d,a
p,5.02,f,d,n,f,d,c,y,5.38,6.56,,i,n,,,t,,,d,u
p,1.23,s,s,y,f,f,f,f,3.25,5.52,,,y,,,f,f,,d,u
p,4.19,x,,y,f,s,d,y,4.24,10.76,,i,y,,,f,f,,d,a
p,1.74,b,g,n,f,,c,n,5.38,2.79,,,n,,,f,f,,m,u
e,2.91,b,g,w,f,x,d,w,3.79,2.32,,,y,,,f,f,,g,u
p,7.29,x,w,p,f,s,c,p,4.02,10.11,,,p,,,f,f,,d,w
p,6.95,b,t,w,f,e,c,w,12.76,13.09,,y,w,u,w,t,l,,d,a
e,11.29,x,s,n,f,x,,n,7.19,24.27,,,n,,,f,f,,d,w
p,0.63,f,,o,f,d,,o,5.59,1.16,,,y,,,f,f,w,g,u
p,5.13,x,e,e,f,a,,g,6.67,8.94,,,e,,w,t,z,,d,a
p,1.21,x,s,y,f,f,f,f,3.39,5.67,,,y,,,f,f,,d,u
p,3.88,f,,u,f,a,,w,3.95,6.87,,,w,,,f,f,,d,u
p,7.72,b,t,w,f,e,c,w,12.96,12.67,,y,w,u,w,t,l,,d,u
p,3.47,f,y,e,f,e,c,n,4.8,3.5,,k,w,,,t,e,,m,u
p,2.17,b,,n,f,a,,g,5.11,2.23,,s,g,,,f,f,,d,a
p,8.74,f,w,p,f,s,c,p,5.43,10.94,,,p,,,f,f,,d,a
e,11.4,f,,l,f,d,c,w,2.48,14.6,,,w,,,f,f,,d,a
p,1.62,b,h,n,f,a,,n,4.27,1.47,,t,n,,,f,f,,h,a
p,7.43,f,h,e,f,x,d,w,5.87,18.28,b,,w,,,f,f,,d,a
p,7.35,s,,o,t,d,,o,4.89,12.5,,,w,,,t,f,,d,u
e,12.24,f,e,b,f,,c,b,5.72,21.81,,,w,,,t,f,,d,a
p,8.33,x,w,p,f,s,c,p,4.53,10.8,,,p,,,f,f,,d,a
e,12.17,x,h,n,t,p,,y,8.78,21.93,,,n,,,f,f,,d,a
p,5.32,f,,g,f,d,c,w,5.27,9.86,b,,n,,,f,f,,l,a
e,9.01,f,,g,f,s,c,g,7.46,18.74,b,,u,,,f,f,,g,w
e,2.86,b,y,n,f,,c,n,6.21,3.04,,,w,,,f,f,,d,a
p,6.81,c,k,w,t,x,c,r,7.92,13.13,,,w,,,f,f,,g,a
p,3.52,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s
p,3.91,f,l,y,f,x,d,e,6.35,5.09,,,y,,,f,f,,d,u
p,5.75,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
p,17.72,x,k,w,t,d,d,n,8.59,28.01,,,w,,,f,f,,d,w
p,5.51,f,,y,f,s,d,y,6.11,13.67,,i,y,,,f,f,,d,a
e,8.79,x,s,u,f,a,c,w,4.27,14.68,,,w,,,f,f,,d,u
e,2.73,b,y,n,f,,c,n,5.99,2.46,,,w,,,f,f,,d,a
p,3.7,s,,u,f,a,,w,4.59,7.72,,,w,,,f,f,,d,a
p,2.51,x,g,n,f,a,,p,6.31,2.54,,,w,,,f,f,,d,a
e,4.28,x,,n,f,x,c,w,8.09,9.59,b,,w,,w,t,,,d,a
p,9.36,s,t,p,t,d,c,p,7.82,16.5,,,p,,,t,f,,d,u
e,4.4,s,,n,f,f,f,f,6.59,6.07,,,y,,,f,f,,d,a
e,2.86,f,h,n,f,,c,n,5.91,6.66,,s,w,,w,f,f,k,d,a
e,4.82,x,s,n,f,p,,n,5.36,12.4,,,e,,,f,f,,d,u
p,3.72,x,s,y,f,,c,y,8.5,7.4,,,y,u,w,t,z,r,d,s
e,6.2,x,d,y,t,p,,y,6.4,14.82,,,y,,,f,f,,d,u
e,5.91,s,,n,f,d,c,w,4.56,7.15,,s,w,,,f,f,,d,a
p,10.76,x,e,n,t,p,,e,10.35,28.35,,,u,,,f,f,,d,a
p,1.65,b,h,n,f,a,,n,4.63,1.61,,t,n,,,f,f,,d,a
p,6.15,p,g,n,f,e,,w,7.16,13.02,,y,w,u,w,t,p,,d,a
e,1.86,x,t,n,f,d,,w,7.68,2.65,,t,y,,,f,f,,h,u
p,10.65,x,,g,t,x,,n,10.0,22.49,s,,n,,u,f,f,,d,a
e,10.4,f,s,n,f,d,d,w,7.96,12.77,,i,n,,,t,,w,d,w
p,11.9,x,,n,f,e,,w,10.86,15.9,,,w,u,w,t,e,,d,u
p,6.97,s,d,n,t,d,c,y,5.83,8.61,,,n,,,f,f,,d,a
e,9.94,f,,g,f,d,c,y,2.29,13.34,,,w,,,f,f,,d,a
p,2.74,f,d,b,f,x,c,w,4.21,2.85,b,i,n,,,f,f,,l,u
p,7.45,x,,n,t,x,,n,8.86,20.22,s,,n,,u,f,f,,d,a
e,4.1,x,,w,f,d,,r,5.67,7.41,,,r,,,f,f,,l,u
p,3.47,s,,u,f,a,,w,4.26,6.67,,,y,,,f,f,,d,a
e,5.85,x,t,y,t,x,c,y,8.43,16.34,,,w,,,f,f,,d,u
p,2.55,x,g,n,f,a,,w,7.49,2.63,,,n,,,f,f,,d,u
p,0.58,f,,o,f,d,,o,3.53,0.93,,,y,,,f,f,w,g,a
p,6.69,x,y,w,t,,,p,7.38,12.09,s,,w,,,t,l,,d,a
e,8.48,f,,y,f,a,c,w,6.89,17.19,,,w,,,f,f,,d,u
p,1.75,o,k,n,f,,,n,4.25,1.46,,,n,,,f,f,,d,w
p,3.72,f,k,n,f,s,,p,3.99,2.95,,,n,,,f,f,p,g,a
p,1.5,o,k,n,f,,,n,4.54,1.41,,,n,,,f,f,,d,a
e,6.36,x,h,n,f,p,d,y,5.65,11.17,,s,n,,,f,f,,g,a
p,11.78,x,t,n,f,a,d,w,9.86,29.04,,,w,,,f,f,,d,u
p,6.09,p,y,n,f,,,k,11.08,12.26,,s,w,,,t,z,,g,a
p,4.99,s,k,n,f,p,,n,3.43,6.5,,k,n,,,t,f,,d,u
p,4.08,f,k,n,f,p,,n,4.05,5.9,,k,n,,,t,f,,d,u
e,5.26,x,t,n,f,a,d,n,5.66,4.59,,t,g,,,t,l,,d,u
p,6.99,f,w,p,f,s,c,p,4.35,9.99,,,p,,,f,f,,d,a
p,24.96,x,s,k,f,p,,y,5.8,41.68,,,n,,,f,f,,d,w
p,8.25,x,i,n,f,a,c,k,8.55,7.83,,i,n,,k,t,z,k,g,u
e,5.55,p,,n,f,f,f,f,5.86,22.13,,,n,,,f,f,,d,s
p,3.66,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,4.46,x,i,e,f,,,e,4.66,6.84,,,e,,,f,f,n,d,a
e,14.02,f,s,w,f,a,d,y,6.94,21.92,,,w,,,f,f,w,d,a
p,6.34,b,s,g,f,,,w,9.96,11.34,,s,w,,,t,z,,g,u
p,4.58,x,e,e,f,a,,y,7.15,8.29,,,e,,w,t,z,,d,a
p,5.62,x,e,e,f,a,,n,7.47,9.37,,,y,,w,t,z,,d,a
e,1.96,f,y,n,f,d,d,p,5.82,3.26,,i,n,,,f,f,,h,a
e,7.14,x,y,n,f,e,c,w,5.91,9.95,,y,n,,,f,f,,d,u
p,2.73,s,,u,f,a,,w,3.75,6.5,,,y,,,f,f,,d,a
e,14.53,x,e,n,t,e,,w,9.28,17.08,,,w,,,t,,,g,u
e,3.95,x,,n,f,x,c,n,7.36,7.03,b,,n,,w,t,,,d,a
e,9.1,s,s,n,f,x,,n,5.36,19.05,,,p,,,f,f,,d,u
e,1.38,x,,u,f,,d,u,5.33,3.9,,,w,,,f,f,,d,a
p,14.99,s,t,r,t,d,c,b,5.23,26.24,,,g,,,f,f,,l,a
p,6.55,x,,g,f,d,c,w,6.24,10.82,b,,n,,,f,f,,l,a
p,7.93,f,w,p,f,s,c,p,4.77,9.99,,,p,,,f,f,,d,w
e,6.69,s,w,y,f,f,f,f,4.28,15.09,,,y,,,f,f,,d,a
p,4.73,s,,e,t,d,c,p,6.63,5.92,,,e,,,f,f,,d,u
e,8.42,s,,g,f,s,c,b,8.1,20.41,,,b,,,f,f,,d,w
p,15.62,x,d,o,f,p,,y,4.07,34.99,,,n,,,f,f,,d,w
p,7.42,p,,n,f,p,,p,8.93,27.64,c,,n,,,f,f,w,d,u
e,2.87,b,y,n,f,,c,n,6.52,2.71,,,w,,,f,f,,d,u
e,4.03,s,,y,f,f,f,f,6.94,8.48,,,o,,,f,f,,d,a
p,1.09,b,t,n,f,,c,k,2.78,2.38,,,n,,,t,f,,m,u
e,4.19,x,,n,f,x,c,w,7.77,8.56,b,,n,,w,t,,,g,a
e,3.57,x,h,p,f,a,c,e,4.04,6.18,,,o,,,f,f,,g,a
p,1.6,c,h,n,f,,,y,8.42,2.8,,,y,,,f,f,,g,u
e,5.87,x,,y,f,e,,w,5.68,12.83,b,,y,u,y,t,g,,d,a
p,2.91,s,w,o,t,d,c,y,3.86,6.6,,,n,,,f,f,,d,a
e,5.73,f,,g,f,d,c,w,2.05,12.77,,,w,,,f,f,,d,a
e,4.45,x,,y,f,a,c,y,3.95,9.76,,,w,,,f,f,,d,a
e,0.98,b,g,w,f,,,g,3.14,1.69,,,w,,,f,f,,d,w
p,6.71,s,,e,t,d,c,w,7.32,6.75,,,e,,,f,f,,d,u
p,4.5,c,i,y,f,,c,r,6.9,7.16,,,w,,,f,f,,d,a
p,9.15,s,t,p,t,d,c,p,7.48,12.58,,,p,,,t,f,,d,a
e,15.72,f,s,w,t,e,,g,11.76,18.63,s,,w,,,t,r,,m,u
p,3.88,x,s,y,f,,c,r,9.0,7.86,,,y,u,w,t,z,r,d,u
e,8.69,f,,g,f,s,c,p,6.88,22.04,b,,u,,,f,f,,d,w
e,3.41,s,,y,f,f,f,f,6.89,7.63,,,y,,,f,f,,d,a
e,3.38,x,t,n,f,d,,o,5.77,6.98,,t,o,,,f,f,,d,a
p,5.67,x,t,e,f,x,,w,12.83,7.64,r,g,n,,,f,f,,d,u
e,17.49,p,d,e,f,p,,n,15.99,35.3,s,y,w,,,f,f,,d,u
p,2.85,b,w,y,f,a,,y,5.47,6.28,,t,y,,,f,f,,m,u
e,7.15,x,h,n,f,e,,w,12.83,13.82,,s,n,u,w,f,f,,d,a
p,10.99,x,t,n,f,a,d,w,8.04,20.38,,,w,,,f,f,,d,u
e,3.98,x,h,e,f,a,c,o,4.8,6.56,,,e,,,f,f,,g,w
e,4.07,b,g,g,f,a,d,g,4.43,2.45,,s,n,,,f,f,,d,u
e,11.36,x,y,n,t,e,,p,9.01,17.48,,y,w,,,t,p,,d,a
p,6.22,x,k,n,f,d,c,y,5.39,6.57,,i,y,,,t,,,d,a
e,9.66,s,,w,t,d,c,w,4.84,23.91,,,w,,,f,f,,d,u
e,4.53,b,g,g,f,a,d,g,6.99,4.53,,s,g,,,f,f,,d,w
e,6.05,s,l,w,f,d,,p,3.4,8.81,,,w,,,f,f,,g,a
e,8.3,x,t,y,f,p,,y,6.73,15.39,,,y,,y,t,,,d,u
e,18.57,p,d,e,f,p,,w,17.06,35.18,s,y,w,,,f,f,,d,a
p,8.7,x,,g,t,x,,u,8.2,18.43,s,,g,,u,f,f,,d,a
e,4.43,x,h,n,f,e,,w,12.54,12.28,,s,w,u,w,f,f,,d,a
e,18.71,p,d,e,f,p,,w,16.69,35.19,s,y,w,,,f,f,,d,a
p,6.5,f,,y,f,s,d,y,6.38,13.81,,i,y,,,f,f,,d,a
e,3.19,x,,u,f,,d,w,5.73,5.01,,,w,,,f,f,,d,a
p,2.49,s,d,w,f,d,d,w,3.48,2.49,,h,w,,,f,f,,g,a
p,3.6,b,y,n,f,,c,g,6.08,4.51,s,s,w,,,f,f,,d,u
p,9.27,x,e,o,f,a,,o,11.86,20.38,r,,o,,,t,r,n,d,a
p,8.4,x,i,o,f,a,,o,12.01,22.07,r,,o,,,t,r,n,d,a
p,3.68,x,,w,f,x,c,p,7.99,3.7,,,p,,,f,f,,d,u
p,4.61,b,s,e,f,e,,k,6.88,6.93,,,o,,,f,f,,m,u
e,49.16,o,y,y,f,p,,y,6.81,42.42,,k,n,,,f,f,,d,u
e,3.15,f,g,n,f,a,d,g,4.93,3.13,,s,n,,,f,f,,d,s
p,3.32,x,y,y,f,a,,w,4.68,3.48,,y,n,,,t,r,,g,u
p,2.93,s,s,w,f,d,c,w,3.06,8.21,,,w,,,f,f,,g,u
p,4.16,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
p,4.61,o,k,y,f,,c,o,1.15,12.66,,,y,,,f,f,,d,w
p,9.18,s,,y,t,d,,o,5.52,12.66,,,w,,,t,f,,d,a
p,1.13,x,g,w,f,a,d,w,3.05,1.45,,,n,,,f,f,,d,u
e,5.16,f,t,o,f,a,d,y,5.88,5.13,,k,o,,,f,f,,d,s
e,10.33,f,s,n,f,d,d,w,8.04,14.3,,i,n,,,t,,w,d,u
p,10.58,p,,n,f,p,,p,9.93,34.4,c,,n,,,f,f,p,d,a
p,8.71,x,e,o,f,a,,y,11.37,21.89,r,,o,,,t,r,n,d,a
p,3.88,x,,p,f,x,,w,5.33,6.71,,,w,,,f,f,,d,u
e,4.94,x,,y,f,a,c,y,4.52,9.65,,,w,,,f,f,,d,a
e,5.75,s,l,w,f,d,,p,3.38,8.44,,,w,,,f,f,,g,u
p,2.04,c,,w,f,a,c,w,3.77,3.7,,i,u,,,f,f,,d,u
e,10.07,p,i,n,t,e,,p,8.9,17.01,,y,w,,,t,l,,d,a
e,6.49,x,s,b,f,x,c,w,7.11,10.41,,s,n,,,f,f,,l,a
e,6.95,x,y,n,f,e,c,w,5.72,9.51,,y,n,,,f,f,,d,a
p,6.7,c,i,y,f,,c,n,7.32,9.67,,,w,,,f,f,,d,a
e,7.44,x,t,n,f,p,d,y,6.4,12.0,,s,n,,,f,f,,g,u
p,4.5,b,y,n,f,,c,g,7.67,4.86,s,s,w,,,f,f,,d,a
e,2.79,b,y,n,f,,c,k,6.27,3.14,,,w,,,f,f,,d,a
p,0.82,f,,o,f,d,,o,4.23,1.01,,,y,,,f,f,w,g,a
e,9.95,x,e,l,f,x,c,w,8.08,21.12,,,w,,,f,f,,d,u
e,20.52,x,t,n,f,p,,w,18.04,83.55,,,n,,,f,f,,d,a
p,2.34,c,h,y,f,,,y,7.22,2.99,,,y,,,f,f,,g,u
p,1.76,o,k,n,f,,,n,5.51,1.67,,,n,,,f,f,,d,w
e,7.38,x,s,n,f,e,c,p,7.05,9.31,,i,w,,,f,f,p,d,a
e,2.24,x,,u,f,,d,w,6.21,4.64,,,w,,,f,f,,d,w
e,14.45,x,y,n,t,e,,w,9.43,16.68,,,w,,,t,,,g,u
p,4.07,f,l,y,f,x,d,e,5.77,4.74,,,y,,,f,f,,d,a
p,2.38,b,g,o,f,,c,n,6.88,3.08,,,n,,,f,f,,m,s
p,8.45,f,,y,f,x,c,y,6.95,11.9,,,w,,,f,f,,d,u
p,3.15,f,t,n,f,x,c,p,4.93,3.41,,i,n,,,f,f,,d,a
e,5.55,b,h,g,f,s,d,g,5.68,10.39,,s,g,,,f,f,,d,u
p,10.51,x,i,n,f,a,,n,11.99,16.35,s,,n,,e,f,f,,h,a
e,1.61,x,g,y,f,a,,w,6.47,1.97,,t,y,,,f,f,,d,a
e,4.31,f,h,n,f,a,d,y,6.91,4.94,,s,o,,,f,f,,d,w
e,15.24,x,y,n,t,e,,w,9.52,17.11,,,w,,,t,,,g,u
e,8.19,s,,n,f,,,w,3.75,21.47,,,n,,,f,f,,d,u
p,1.52,x,,n,f,,,k,4.95,2.49,,s,n,,,f,f,k,g,u
p,6.14,s,t,r,t,d,,g,4.35,11.97,,t,g,,,f,f,,d,u
e,4.74,x,i,n,f,e,c,p,4.02,11.66,,,w,,,t,r,,w,u
p,7.83,x,t,n,f,a,d,w,6.98,25.53,,,w,,,f,f,,d,a
p,4.86,x,h,y,f,a,c,y,5.67,7.29,,g,o,,,f,f,,g,a
e,2.61,x,k,n,f,p,,n,4.36,9.71,,,y,,,f,f,,d,a
p,8.21,p,y,n,f,,,p,15.44,17.89,,,w,,,f,f,,d,a
p,9.26,x,,u,t,x,,u,8.82,19.37,s,,n,,u,f,f,,d,a
p,12.55,f,s,n,f,d,c,y,4.88,24.4,,k,k,,,f,f,,d,a
p,18.22,s,k,w,t,d,d,n,6.27,28.26,,,w,,,f,f,,d,a
p,8.01,s,,o,t,d,,o,4.12,11.67,,,w,,,t,f,,d,u
p,15.75,s,t,g,t,d,c,w,5.29,25.44,,,n,,,f,f,,l,a
p,2.67,c,h,n,f,,,y,8.7,3.6,,,y,,,f,f,,g,u
e,7.83,f,s,w,f,e,c,p,6.75,13.78,,,w,,w,t,e,,g,u
e,11.66,f,e,n,f,d,c,w,8.19,22.99,s,,w,,,f,f,,l,w
e,6.43,x,h,n,f,a,d,n,6.43,5.53,,t,w,,,t,l,,d,w
p,3.06,b,h,n,f,,,n,8.91,5.29,,,w,,,t,,k,g,a
p,5.1,b,t,n,f,x,c,p,6.72,5.62,,i,n,,,f,f,,m,a
p,10.8,x,e,y,f,a,,y,12.75,22.63,r,,y,,,t,r,n,d,u
p,3.22,b,,n,f,a,,k,8.67,2.36,,,g,,w,f,f,k,g,a
e,5.16,s,,n,f,d,c,w,5.37,8.17,,s,w,,,f,f,,h,u
p,20.98,f,d,n,f,p,,y,6.07,50.07,,,n,,,f,f,,d,a
e,6.04,s,,n,f,d,c,w,5.25,8.91,,s,w,,,f,f,,h,u
p,9.47,s,,o,t,d,,o,5.14,12.66,,,w,,,t,f,,d,a
e,4.77,x,y,n,f,s,,w,4.4,6.75,,,w,,,f,f,,d,a
p,2.6,x,i,e,f,,,e,3.9,4.17,,,e,,,f,f,n,d,a
e,5.88,x,s,o,f,d,d,o,6.17,13.7,,,w,,,f,f,,d,w
e,11.41,p,s,n,t,e,,g,11.35,17.38,s,,w,,,t,l,,m,u
p,7.09,b,t,w,f,e,c,w,11.93,11.39,,y,w,u,w,t,l,,d,a
p,12.48,x,e,n,t,p,,o,10.5,36.25,,,u,,,f,f,,d,u
p,7.4,x,i,y,f,a,c,n,7.96,8.15,,i,n,,k,t,z,k,d,u
p,4.63,f,l,e,f,x,d,n,5.58,4.87,,,n,,,f,f,,l,u
p,8.74,x,,n,f,x,c,w,9.93,11.79,r,i,w,,,f,f,,d,a
p,0.85,x,g,n,f,a,,n,4.15,0.98,,s,k,,,f,f,,d,w
p,6.32,c,e,y,t,x,c,p,6.36,12.51,,,w,,,f,f,,g,u
e,5.32,x,h,n,f,x,c,w,5.82,6.01,,y,n,,,t,r,,d,w
p,3.31,b,y,n,f,,c,u,5.63,4.43,s,s,w,,,f,f,,d,u
p,2.09,b,,g,f,a,,g,5.08,2.25,,s,g,,,f,f,,d,a
e,5.53,x,s,w,f,e,c,k,5.46,12.78,,,w,,w,t,e,,m,a
e,7.17,x,l,w,f,d,,w,3.35,8.05,,,w,,,f,f,,d,u
p,3.22,o,,g,f,f,f,f,3.41,16.54,,g,n,,,f,f,,d,u
p,0.83,b,t,y,f,,c,g,3.58,2.4,,,n,,,t,f,,g,a
p,1.37,o,k,n,f,,,n,3.87,1.54,,,n,,,f,f,,d,w
p,3.13,o,,g,f,f,f,f,3.76,14.85,,g,g,,,f,f,,d,a
p,3.02,b,d,y,f,a,,y,4.49,6.4,,t,y,,,f,f,,m,a
p,6.67,x,h,r,f,,c,w,10.71,13.46,,,w,u,w,t,g,,d,u
p,5.0,x,s,y,f,,c,y,8.74,7.58,,,y,u,w,t,z,k,d,u
e,10.61,x,s,u,f,x,,n,6.93,21.93,,,w,,,f,f,,d,a
e,7.84,f,s,k,f,a,c,w,4.43,13.89,,,w,,,f,f,,d,u
e,7.58,p,,g,f,a,,w,7.89,16.23,,,g,,,f,f,,g,u
e,3.64,f,d,g,t,d,c,p,4.33,5.75,,,g,,,f,f,,d,u
p,2.91,x,y,o,f,a,,o,3.26,5.77,,,o,,,f,f,,m,a
e,14.15,f,s,u,f,x,,n,8.06,23.9,,,p,,,f,f,,d,u
e,9.28,x,i,n,t,e,,p,8.88,16.96,,y,w,,,t,l,,d,a
p,2.11,b,g,w,f,,c,n,5.89,3.0,,,n,,,f,f,,d,u
p,1.6,p,t,n,f,a,c,g,6.84,2.49,,t,y,,,t,e,,m,a
p,3.74,f,d,b,f,x,c,w,4.64,3.15,b,i,n,,,f,f,,d,a
e,6.93,x,h,y,t,x,c,y,8.13,16.38,,,w,,,f,f,,d,a
p,1.59,b,h,n,f,a,,n,4.57,1.67,,t,n,,,f,f,,d,s
e,3.56,f,h,n,f,,c,k,5.34,6.38,,s,w,,w,f,f,k,d,a
p,8.28,x,y,n,f,a,c,y,10.22,10.7,,y,y,,,t,,,d,u
p,6.47,f,y,u,f,s,c,y,6.58,16.7,,y,y,,,f,f,,d,a
e,1.0,b,g,w,f,,,g,3.01,1.29,,,w,,,f,f,,d,u
p,3.05,b,,k,f,a,,k,8.45,2.33,,,n,,w,f,f,k,g,a
p,0.56,x,g,o,f,,,y,3.51,0.69,,,y,,,f,f,,d,u
p,2.94,f,t,r,f,a,,r,5.05,6.73,,t,y,,,f,f,,g,a
e,6.01,x,t,n,f,a,d,n,7.1,5.05,,t,g,,,t,l,,d,w
p,2.18,b,,n,f,a,,g,4.77,2.06,,s,g,,,f,f,,d,a
e,3.79,p,s,w,f,e,c,k,3.7,11.54,,,w,,w,t,e,,m,u
p,17.78,x,k,w,t,d,d,w,7.21,29.8,,,w,,,f,f,,d,a
p,7.02,x,t,e,f,x,d,w,5.01,15.93,b,,w,,,f,f,,d,a
p,2.6,x,s,g,f,d,c,w,3.09,6.52,,,w,,,f,f,,g,u
p,3.53,b,y,n,f,,c,g,5.85,4.35,s,s,w,,,f,f,,d,u
p,7.81,f,h,r,f,,c,w,10.87,13.3,,,w,u,w,t,p,,d,a
e,3.0,b,y,n,f,,c,n,5.99,2.47,,,w,,,f,f,,d,u
p,4.88,b,y,g,f,,,w,10.46,12.09,,s,w,,,t,z,,d,s
p,10.73,x,,g,t,x,,n,9.35,21.05,s,,n,,u,f,f,,d,a
p,8.91,o,,n,f,f,f,f,2.66,22.14,,g,n,,,f,f,,d,u
p,4.4,x,e,e,f,a,,n,7.08,9.46,,,y,,w,t,z,,d,a
p,4.24,x,,w,f,,c,g,2.73,11.31,,,y,,,f,f,,d,a
e,3.73,x,h,n,f,a,d,w,6.81,4.76,,s,n,,,f,f,,d,s
p,6.05,x,w,n,f,x,,w,10.9,6.75,r,g,n,,,f,f,,d,u
e,10.47,p,s,w,f,e,c,k,16.59,12.01,,s,w,,,t,e,,u,s
p,10.14,x,t,n,f,a,d,w,9.96,30.38,,,w,,,f,f,,d,u
p,2.53,x,i,e,f,,,e,4.85,5.48,,,e,,,f,f,n,d,a
